Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,ID,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort
Verbände,"VdK Sachsen e.V.",nein,nein,nein,nein,"siehe: Sozialverband VdK Sachsen e.V.",,,,,,vdk-sachsen-e.v.-siehe:-sozialverband-vdk-sachsen-e.v.--,nein,nein,,nein,0,,nein,,,ja,ja,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00",,nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Auskunft zur Selbsthilfe und Vermittlung zu den SHG",nein,nein,nein,nein,"Friedrich-Ebert-Str. 19 a",04109,Leipzig,,12.3658004,51.3363085,auskunft-zur-selbsthilfe-und-vermittlung-zu-den-shg-friedrich-ebert-str.-19-a-04109-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Alleinerziehende mit behinderten Kindern",nein,nein,nein,nein,"Lützner Str. 36",04177,Leipzig,"Kontaktaufnahme:
Di 7.45 -17 Uhr unter (0341) 47 52 90 oder
täglich ab 18 Uhr unter (0341) 69 84 96",12.3346634,51.3359773,alleinerziehende-mit-behinderten-kindern-luetzner-str.-36-04177-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Junge Aphasiker Leipzig",vollständig,ja,nein,vollständig,"Stötteritzer Str. 28 ""Kregeline""",04317,Leipzig,"Treff an jedem 1. Dienstag im Monat um 15 Uhr in der ""Kregeline""",12.40504,51.3303754,junge-aphasiker-leipzig-stoetteritzer-str.-28-kregeline-04317-leipzig,ja,ja,2,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,ja,"vom Innenhof über Schräge und Aufzug;",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","1,20000000e+02",ja,nein,nein,nein,nein,nein,nein,ja,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Betroffene nach Schlaganfall",nein,nein,nein,nein,,,Leipzig,,,,betroffene-nach-schlaganfall---leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Borreliose - SHG Leipzig",nein,nein,nein,nein,"Philipp-Rosenthal-Str. 27, Zi. 229 ",04103,Leipzig,,12.3891818,51.3302732,borreliose---shg-leipzig-philipp-rosenthal-str.-27--zi.-229-04103-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,"Treffen an jedem 4. Donnerstag im Monat ab 19 Uhr im ""Roten Haus"""
Verbände,"Colitis ulcerosa Vereinigung - DCCV-e.V.",nein,nein,nein,nein,"Alte Str. 35",04229,Leipzig,,12.3403229,51.3288795,colitis-ulcerosa-vereinigung---dccv-e.v.-alte-str.-35-04229-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Depressionen - Ängste - Schlafstörungen - SHG",nein,nein,nein,nein,"Oberdorfstr. 15",04299,Leipzig,,12.42415,51.32174,depressionen---aengste---schlafstoerungen---shg-oberdorfstr.-15-04299-leipzig,ja,nein,0,nein,0,,ja,,,nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"am Hauseingang",ja,"1,20000000e+02",,nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,,nein,nein,"0,00000000e+00",,,,,,,nein,ja,nein,nein,ja,
Verbände,"Deutsche Huntington-Hilfe Landesverband Mitteldeutschland e.V.",nein,nein,nein,nein,"Hohe Str. 37",04107,Leipzig,"Treffen im Haus des CVJM in Leipzig Schönefelderallee 23 a",12.3747613,51.3294078,deutsche-huntington-hilfe-landesverband-mitteldeutschland-e.v.-hohe-str.-37-04107-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Deutsche ILCO e.V., Landesverband Sachsen, Gruppe Leipzig",nein,nein,nein,nein,"Sandmännchenweg 34",04277,Leipzig,"Gruppentreffen jeden 2. Mittwoch im Monat 15 Uhr in der ""VILLA"" - Lessingstr. 7, 3. Etage",12.3920069,51.3072708,deutsche-ilco-e.v.--landesverband-sachsen--gruppe-leipzig-sandmaennchenweg-34-04277-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Deutsche Morbus Crohn - Colitis ulcerosa vereinigung - DCCV e.V.",nein,nein,nein,nein,"Alte Str. 35",04229,Leipzig,,12.3403229,51.3288795,deutsche-morbus-crohn---colitis-ulcerosa-vereinigung---dccv-e.v.-alte-str.-35-04229-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Deutscher Diabetiker - Bund, Landesverband Sachsen",nein,nein,nein,nein,"Lindenauer Markt 20",04177,Leipzig,,12.3338368,51.3378296,deutscher-diabetiker---bund--landesverband-sachsen-lindenauer-markt-20-04177-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Diabetiker Connewitz - SHG",nein,nein,nein,nein,"Kochstr. 138",04277,Leipzig,"Jeden 1. Do im Monat: 16 Uhr
in der AOK-Geschäftsstelle Kochstr.",12.3723595,51.3100085,diabetiker-connewitz---shg-kochstr.-138-04277-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Diabetiker Großzschocher - SHG",nein,nein,nein,nein,"Dieskaustr. 220",04249,Leipzig,"Jeden 1. Fr im Monat: 15.30 Uhr",12.32743,51.29984,diabetiker-grosszschocher---shg-dieskaustr.-220-04249-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Diabetiker Grünau - SHG",vollständig,nein,nein,teilweise,,0,Leipzig,"Treffpunkt: Jeden 3. Dienstag im Monat 16 Uhr im
Beratungs- und Begegnungszentrum, 
Stuttgarter Allee 6, 04209  Leipzig",,,diabetiker-gruenau---shg--0-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,"In den Gruppen finden statt:
Erfahrungsaustasch, Schulungen (durch Ärzte, Pharmaindustrie, Diätfirmen) gesellige Veranstaltungen, Besuch von Reha-Kliniken und Gesundheitseinrichtungen, Teilnahme an Sport für Diabetiker."
Verbände,"Diabetiker Grünau 1 - SHG",vollständig,nein,nein,teilweise,"Breisgaustr. 53",04209,Leipzig,,12.2860732,51.3171148,diabetiker-gruenau-1---shg-breisgaustr.-53-04209-leipzig,ja,ja,1,nein,0,,nein,0,"0,00000000e+00",nein,nein,nein,nein,,ja,"1,16600000e+03","7,40000000e+01","1,20000000e+02",nein,nein,nein,ja,,nein,"0,00000000e+00","9,30000000e+01",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,ja,ja,nein,0,"0,00000000e+00",nein,nein,nein,"8,20000000e+01",ja,nein,"0,00000000e+00","1,47000000e+02","1,61000000e+02","5,70000000e+01","1,09000000e+02","5,70000000e+01","1,40000000e+01",nein,ja,nein,nein,ja,
Verbände,"Diabetiker Marienbrunn - SHG",nein,nein,nein,nein,"Lerchenrain 69 / Triftweg",04277,Leipzig,"jeden 2. Mittwoch im Monat  19.00 Uhr in der Apotheke",12.405142,51.3060391,diabetiker-marienbrunn---shg-lerchenrain-69-_-triftweg-04277-leipzig,nein,nein,0,nein,0,,ja,2,"1,80000000e+01",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,ja,"neben dem Eingang",nein,"0,00000000e+00","1,20000000e+02",nein,nein,nein,nein,ja,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,nein,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,"provisorische Rampe kann bei Bedarf genutzt werden"
Verbände,"Diabetiker Nord - SHG",nein,nein,nein,nein,,0,Leipzig,"Treffpunkt: Jeden 1. Donnerstag im Monat 16 Uhr im Seniorenclub Georg-Schumann-Str. 250, 
04155  Leipzig",,,diabetiker-nord---shg--0-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,"In den Gruppen finden statt:
Erfahrungsaustasch, Schulungen (durch Ärzte, Pharmaindustrie, Diätfirmen) gesellige Veranstaltungen, Besuch von Reha-Kliniken und Gesundheitseinrichtungen, Teilnahme an Sport für Diabetiker."
Verbände,"Diabetiker Süd - SHG",nein,nein,nein,nein,,0,Leipzig,"Treffpunkt: Jeden letzten Mittwoch im Monat 19 Uhr
in der Universität Leipzig (Rotes Haus), 
Ph.-Rosenthal-Str. 27, 04103  Leipzig.",,,diabetiker-sued---shg--0-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,"In den Gruppen finden statt:
Erfahrungsaustasch, Schulungen (durch Ärzte, Pharmaindustrie, Diätfirmen) gesellige Veranstaltungen, Besuch von Reha-Kliniken und Gesundheitseinrichtungen, Teilnahme an Sport für Diabetiker."
Verbände,"Diabetiker Südost - SHG",nein,nein,nein,nein,"Philipp-Rosenthal-Str. 27",04103,Leipzig,"Jeden letzten Mi im Monat: 19 Uhr
im ""Roten Haus""",12.3875082,51.3285175,diabetiker-suedost---shg-philipp-rosenthal-str.-27-04103-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Diabetiker Südwest - SHG",nein,nein,nein,nein,"Lützner Str. 60",04177,Leipzig,"Jeden 1. und 3. Di im Monat: 15.30 Uhr
im Kontaktzentrum ""Regen Bogen"",
Karl-Heine-Str. 9, 04229  Leipzig",12.3313816,51.3360189,diabetiker-suedwest---shg-luetzner-str.-60-04177-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,"In den Gruppen finden statt:
Erfahrungsaustasch, Schulungen (durch Ärzte, Pharmaindustrie, Diätfirmen) gesellige Veranstaltungen, Besuch von Reha-Kliniken und Gesundheitseinrichtungen, Teilnahme an Sport für Diabetiker."
Verbände,"Junge Diabetiker - SHG",nein,nein,nein,nein,"Tarostr. 16 - 19",04103,Leipzig,"Termine und Themen über Te.: 9 71 33 32 / -33
oder über Fr. Matthes, Tel.: 4 79 24 22",12.3867373,51.3240021,junge-diabetiker---shg-tarostr.-16---19-04103-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Elterninitiative Hilfe für Behinderte und ihre Angehörigen",nein,nein,nein,nein,"Heinrichstr. 9",04317,Leipzig,,12.40171,51.33826,elterninitiative-hilfe-fuer-behinderte-und-ihre-angehoerigen-heinrichstr.-9-04317-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,
Verbände,"Endometriose-Vereinigung Deutschland e.V.",vollständig,ja,nein,teilweise,"Bernhard-Göring-Str. 152 ",04277,Leipzig,"nach Vereinbarung",12.3761968,51.3110022,endometriose-vereinigung-deutschland-e.v.-bernhard-goering-str.-152-04277-leipzig,ja,ja,2,nein,0,,nein,7,"1,80000000e+01",nein,nein,nein,nein,,ja,"1,00500000e+03","5,60000000e+01","1,20000000e+02",nein,nein,nein,ja,"lins neben Eingang",ja,"0,00000000e+00","9,00000000e+01",nein,nein,nein,nein,ja,nein,nein,ja,0,"9,00000000e+01",nein,"1,10000000e+02","1,40000000e+02","9,10000000e+01","9,20000000e+01",,ja,nein,nein,0,"0,00000000e+00",nein,nein,nein,"9,50000000e+01",ja,ja,"1,00000000e+01","1,73000000e+02","9,50000000e+01","4,70000000e+01","2,00000000e+02","9,80000000e+01","7,10000000e+01",nein,ja,nein,nein,nein,"Individuelle Beantwortung von Anfragen am Telefon, per Fax, E-Mail oder Brief; Behinderten-WC im Erdgeschoss"
Verbände,"Epilepsiebetroffene - SHG",nein,nein,nein,nein,"Wegastr. 14",04205,Leipzig,"Kontakt über Ralf Hartmann, Treff telefonisch erfragen",12.2717145,51.3182776,epilepsiebetroffene---shg-wegastr.-14-04205-leipzig,nein,nein,0,nein,0,,ja,0,"0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,,nein,"0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,nein,nein,nein,nein,0,"0,00000000e+00",nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",,nein,nein,ja,0,"0,00000000e+00",nein,nein,nein,"0,00000000e+00",nein,nein,"0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00","0,00000000e+00",nein,nein,nein,nein,ja,
